sentence,hate,category
লুপা তোরে চুদ্দা তোর বানার ফাটামি খানকি মাগি,1,religion
খানকির পোলার গোয়া দিয়া গরম ডিম ঢুকায়দে সবাই।,1,crime
এই রাই হিন্দু র পক্ষে বিজেপি সরকারের রাই হিন্দু ত বাদি রাই আমি মনে করি,0,"Meme, TikTok and others"
বালের দেশের বালের রায়,1,"Meme, TikTok and others"
আয় ভাই বুকে আয় আমার বুকে আয়।,0,politics
আপানার কথা শুনে মনে হচ্ছে আপনার খুব হিংসা হচ্ছে # তাহসানের মোটা ইঞ্চি লম্বা কলম আছে কিন্তু সেটাতে নাই মিথিলার গভীর কুয়া গরমপিচ্ছিল রসে টইটুম্বুর পরিপূর্ণ দরকার শুধু ঘন থকথকে ঝাঁঝালআঠালো এ পরিপূর্ণ শক্তমোটা ইঞ্চিলম্বা কলম বেচারী মিথিলা করবেটা কি প্রকাশ্যে জন কবির ইফতেখার আহমেদ ফহমি তলে তলে নাম জানাঅজানা দিয়েও কোন তৃপ্তি পায় নাই বেচারী মিথিলা সৃজিতই পেরেছে মিথিলার গভীর কুয়ার গরমপিচ্ছিল রসে ইঞ্চিলম্বা কলম সিক্ত করে মিথিলার গভীর কুয়া ঘন থকথকে ঝাঁঝালআঠালো দিয়ে পরিপূর্ণ করে সম্পূর্ণ তৃপ্তি দিতে মিথিলা কি পারে এরকম সৃজিতকে ছেড়ে দিতে মিথিলা,0,"Meme, TikTok and others"
বক্তা মিথ্যাবাদী ওনাকে গণধোলাই দেওয়া উচিত কুরআনের মাহফিলে বাজে মন্তব্য করে কেন?,0,religion
তোরে মাইরা জেলে জামু আমি মাদারের বাচচা,1,"Meme, TikTok and others"
আল্লাহ তুমি এই জানোয়ারের হাত টা অবশ করে দাও যেন কোন কাজ না করতে পারে,0,"Meme, TikTok and others"
"কথায় কথায় ঠিক আছে,,,,,,,,হ্যা হ্যা হ্যা",0,sports
"কেউ নাড়া দিস না, কমেন্ট গুলো পড়তে দে।",0,celebrity
এরকম টকশোর মারে চূদি খানকির পোলারা যেত নাস্তিক আছে এই টকশোর ভিতরে দেখতাম শুধু একজন ছাড়া,1,religion
সয়তান ডাঃ এই গুলি মেয়েরা মেয়েদের মধ্যে অালোচনা কর দরকার পারলে খুলে দেখা ডাঃ হারামি মেয়ে,1,"Meme, TikTok and others"
